nivel1;nivel2;nivel3
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;18. Personas afiliadas según municipio de residencia y régimen. Mujeres.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;19. Personas afiliadas según municipio de residencia y sector de actividad. Ambos sexos.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;20. Personas afiliadas según municipio de residencia y sector de actividad. Hombres.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;21. Personas afiliadas según municipio de residencia y sector de actividad. Mujeres.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;22. Personas afiliadas extranjeras según municipio de residencia y régimen.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;23. Personas afiliadas extranjeras según país de origen y régimen.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;1. Afiliaciones según sexo y edad por tipo de relación laboral.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;2. Afiliaciones según sexo y nacionalidad por tipo de relación laboral.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;3. Afiliaciones por cuenta ajena según sexo, régimen y tipo de contrato.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;4. Afiliaciones por cuenta ajena según sexo, grupo de edad y tipo de contrato.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;5. Afiliaciones por cuenta ajena según sexo, tipo de contrato y sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;6. Afiliaciones por cuenta ajena según sexo, tipo de jornada y régimen.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;7. Afiliaciones por cuenta ajena según grupo de edad y tipo de jornada.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;8. Afiliaciones por cuenta ajena según sexo, tipo de jornada y sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;9. Afiliaciones por cuenta ajena según sexo, grupo de cotización y régimen.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;10. Afiliaciones por cuenta ajena según grupo de cotización y grupo de edad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;11. Afiliaciones por cuenta ajena según sexo, grupo de cotización y sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;12. Afiliaciones extranjeras por cuenta ajena según sexo, tipo de contrato y régimen.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;13. Afiliaciones extranjeras por cuenta ajena según sexo, tipo de jornada y sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;14. Afiliaciones por cuenta ajena según municipio de residencia, sexo y tipo contrato.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;15. Afiliaciones por cuenta ajena según municipio de residencia, sexo y tipo de jornada.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;16. Afiliaciones en régimen de autónomos según sexo, grupo de edad y sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;17. Afiliaciones en régimen de autónomos según sexo, tipo de autónomo y sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;18. Afiliaciones en régimen de autónomos según sexo, número de asalariados y sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;1. Personas afiliadas según municipio de residencia, sexo y número de afiliaciones.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;2. Personas pluriafiliadas según municipio de residencia y grupo de edad. Ambos sexos.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;3. Personas pluriafiliadas según municipio de residencia y grupo de edad. Hombres.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;4. Personas pluriafiliadas según municipio de residencia y grupo de edad. Mujeres.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;5. Personas pluriafiliadas según nacionalidad y sexo.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;1. Afiliaciones según entidad de residencia y régimen.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;2. Afiliaciones según entidad de residencia y sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;3. Afiliaciones extranjeras según entidad de residencia y régimen.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;4. Afiliaciones extranjeras según entidad de residencia y sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;SERIES;1. Evolución de las afiliaciones según sexo y grupo de edad.
Personas Afiliadas al Sistema de la Seguridad Social;SERIES;2. Evolución de las afiliaciones según régimen.
Personas Afiliadas al Sistema de la Seguridad Social;SERIES;3. Evolución de las afiliaciones según régimen por municipio de residencia.
Personas Afiliadas al Sistema de la Seguridad Social;SERIES;4. Evolución de las afiliaciones según sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;SERIES;5. Evolución de las afiliaciones según sector de actividad por municipio de residencia.
Personas Afiliadas al Sistema de la Seguridad Social;SERIES;6. Evolución de las afiliaciones según entidad de residencia y sexo.
Personas Afiliadas al Sistema de la Seguridad Social;SERIES;7. Evolución de las afiliaciones extranjeras según nacionalidad.
Personas Afiliadas al Sistema de la Seguridad Social;SERIES;8. Evolución de las personas afiliadas según sexo y grupo de edad.
Personas Afiliadas al Sistema de la Seguridad Social;SERIES;9. Evolución de las personas afiliadas según régimen.
Personas Afiliadas al Sistema de la Seguridad Social;SERIES;10. Evolución de las personas afiliadas según régimen por municipio de residencia.
Personas Afiliadas al Sistema de la Seguridad Social;SERIES;11. Evolución de las personas afiliadas según sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;SERIES;12. Evolución de las personas afiliadas según sector de actividad por municipio de residencia.
Personas Afiliadas al Sistema de la Seguridad Social;SERIES;13. Evolución de las personas afiliadas según entidad de residencia y sexo.
Personas Afiliadas al Sistema de la Seguridad Social;SERIES;14. Evolución de las personas extranjeras afiliadas según nacionalidad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;1. Afiliaciones según régimen, actividad y sexo.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;2. Afiliaciones según sexo, grupo de edad y régimen.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;3. Afiliaciones según sexo, nacionalidad y régimen.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;4. Afiliaciones según sexo, nacionalidad y sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;5. Afiliaciones según municipio de residencia y régimen. Ambos sexos.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;6. Afiliaciones según municipio de residencia y régimen. Hombres.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;7. Afiliaciones según municipio de residencia y régimen. Mujeres.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;8. Afiliaciones según municipio de residencia y sector de actividad. Ambos sexos.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;9. Afiliaciones según municipio de residencia y sector de actividad. Hombres.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;10. Afiliaciones según municipio de residencia y sector de actividad. Mujeres.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;11. Afiliaciones extranjeras según municipio de residencia y régimen.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;12. Personas afiliadas según régimen y sexo.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;13. Personas afiliadas según sexo, grupo de edad y régimen.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;14. Personas afiliadas según sexo, nacionalidad y régimen.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;15. Personas afiliadas según sexo, nacionalidad y sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;16. Personas afiliadas según municipio de residencia y régimen. Ambos sexos.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;17. Personas afiliadas según municipio de residencia y régimen. Hombres.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;18. Personas afiliadas según municipio de residencia y régimen. Mujeres.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;19. Personas afiliadas según municipio de residencia y sector de actividad. Ambos sexos.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;20. Personas afiliadas según municipio de residencia y sector de actividad. Hombres.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;21. Personas afiliadas según municipio de residencia y sector de actividad. Mujeres.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;22. Personas afiliadas extranjeras según municipio de residencia y régimen.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;23. Personas afiliadas extranjeras según país de origen y régimen.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;1. Afiliaciones según sexo y edad por tipo de relación laboral.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;2. Afiliaciones según sexo y nacionalidad por tipo de relación laboral.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;3. Afiliaciones por cuenta ajena según sexo, régimen y tipo de contrato.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;4. Afiliaciones por cuenta ajena según sexo, grupo de edad y tipo de contrato.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;5. Afiliaciones por cuenta ajena según sexo, tipo de contrato y sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;6. Afiliaciones por cuenta ajena según sexo, tipo de jornada y régimen.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;7. Afiliaciones por cuenta ajena según grupo de edad y tipo de jornada.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;8. Afiliaciones por cuenta ajena según sexo, tipo de jornada y sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;9. Afiliaciones por cuenta ajena según sexo, grupo de cotización y régimen.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;10. Afiliaciones por cuenta ajena según grupo de cotización y grupo de edad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;11. Afiliaciones por cuenta ajena según sexo, grupo de cotización y sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;12. Afiliaciones extranjeras por cuenta ajena según sexo, tipo de contrato y régimen.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;13. Afiliaciones extranjeras por cuenta ajena según sexo, tipo de jornada y sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;14. Afiliaciones por cuenta ajena según municipio de residencia, sexo y tipo contrato.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;15. Afiliaciones por cuenta ajena según municipio de residencia, sexo y tipo de jornada.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;16. Afiliaciones en régimen de autónomos según sexo, grupo de edad y sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;17. Afiliaciones en régimen de autónomos según sexo, tipo de autónomo y sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;18. Afiliaciones en régimen de autónomos según sexo, número de asalariados y sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;1. Personas afiliadas según municipio de residencia, sexo y número de afiliaciones.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;2. Personas pluriafiliadas según municipio de residencia y grupo de edad. Ambos sexos.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;3. Personas pluriafiliadas según municipio de residencia y grupo de edad. Hombres.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;4. Personas pluriafiliadas según municipio de residencia y grupo de edad. Mujeres.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;5. Personas pluriafiliadas según nacionalidad y sexo.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;1. Afiliaciones según entidad de residencia y régimen.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;2. Afiliaciones según entidad de residencia y sector de actividad.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;3. Afiliaciones extranjeras según entidad de residencia y régimen.
Personas Afiliadas al Sistema de la Seguridad Social;ULTIMO DATO PUBLICADO. IV TRIMESTRE 2018;4. Afiliaciones extranjeras según entidad de residencia y sector de actividad.
Personas sin Hogar;ENCUESTA DE CONDICIONES DE VIDA;1. Evolución de la renta anual neta media por hogar, persona y unidad de consumo.
Personas sin Hogar;ENCUESTA DE CONDICIONES DE VIDA;2. Evolución de la distribución de personas por decil de renta por unidad de consumo.
Personas sin Hogar;ENCUESTA DE CONDICIONES DE VIDA;3. Evolución de la tasa de riesgo de pobreza.
Personas sin Hogar;ENCUESTA DE CONDICIONES DE VIDA;4. Evolución de la tasa de riesgo de pobreza o exclusión social (estrategia Europa 2020) y de sus componentes.
Personas sin Hogar;ENCUESTA DE CONDICIONES DE VIDA;1. Evolución de las personas y hogares con carencia material. 
Personas sin Hogar;ENCUESTA DE CONDICIONES DE VIDA;2. Evolución de las personas con carencia en un determinado número de conceptos.
Personas sin Hogar;ENCUESTA DE CONDICIONES DE VIDA;3. Evolución de los hogares con carencia en un determinado número de conceptos.
Personas sin Hogar;ENCUESTA DE CONDICIONES DE VIDA;4. Evolución de las personas y hogares con dificultades para llegar a fin de mes.
Personas sin Hogar;ENCUESTA DE CONDICIONES DE VIDA;1. Evolución de los hogares según régimen de tenencia de la vivienda principal.
Personas sin Hogar;ENCUESTA DE CONDICIONES DE VIDA;2. Evolución del número de hogares que sufren determinados problemas en la vivienda y su entorno.
Personas sin Hogar;ENCUESTA DE CONDICIONES DE VIDA;1. Evolución de los hogares según ciertas características.
Personas sin Hogar;ENCUESTA DE CONDICIONES DE VIDA;2. Evolución de los hogares según satisfacción con la vivienda.
Personas sin Hogar;ENCUESTA DE CONDICIONES DE VIDA;3. Evolución de los hogares con acceso a determinados servicios según grado de dificultad.
Personas sin Hogar;ENCUESTA DE CONDICIONES DE VIDA;4. Hogares con dificultades de acceso a un determinado número de servicios. 
Personas sin Hogar;ENCUESTA DE CONDICIONES DE VIDA;5. Personas de 16 y más años que cambiaron de vivienda según el motivo. 
Personas sin Hogar;ENCUESTA DE CONDICIONES DE VIDA;1. Evolución de la renta anual neta media por hogar, persona y unidad de consumo.
Personas sin Hogar;ENCUESTA DE CONDICIONES DE VIDA;2. Evolución de las personas por decil de renta por unidad de consumo.
Personas sin Hogar;ENCUESTA DE CONDICIONES DE VIDA;3. Evolución de la tasa de riesgo de pobreza.
Personas sin Hogar;PERSONAS SIN HOGAR;1. Evolución del número de centros según tamaño del municipio y tipo de indicador.
Personas sin Hogar;PERSONAS SIN HOGAR;2. Evolución de la proporción de centros que ofrecen prestaciones según tipo de prestación.
Personas sin Hogar;PERSONAS SIN HOGAR;3. Evolución de la proporción de centros según tipo de orientación prioritaria del centro.
Personas sin Hogar;PERSONAS SIN HOGAR;4. Evolución de la proporción de centros según modo de acceso.
Personas sin Hogar;PERSONAS SIN HOGAR;5. Evolución de la proporción de centros según fuente de financiación.
Personas sin Hogar;PERSONAS SIN HOGAR;6. Evolución del personal de los centros según dedicación.
Personas sin Hogar;PERSONAS SIN HOGAR;7. Evolución del personal de los centros según vinculación.
Personas sin Hogar;PERSONAS SIN HOGAR;8. Evolución del personal de los centros según función.
Personas sin Hogar;PERSONAS SIN HOGAR;1. Evolución del número de personas sin hogar según sexo y ubicación del centro.
Personas sin Hogar;PERSONAS SIN HOGAR;2. Evolución del número de personas sin hogar según edad y ubicación del centro.
Personas sin Hogar;PERSONAS SIN HOGAR;3. Número de personas sin hogar según nacionalidad y ubicación del centro.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);1. Evolución del número de centros según tamaño del municipio y tipo de indicador.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);2. Evolución de la proporción de centros que ofrecen prestaciones según tipo de prestación.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);3. Evolución de la proporción de centros según tipo de orientación prioritaria del centro.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);4. Evolución de la proporción de centros según modo de acceso.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);5. Evolución de la proporción de centros según fuente de financiación.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);6. Evolución del personal de los centros según dedicación.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);7. Evolución del personal de los centros según vinculación.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);8. Evolución del personal de los centros según función.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);1. Evolución del número de personas sin hogar según sexo y ubicación del centro.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);2. Evolución del número de personas sin hogar según edad y ubicación del centro.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);3. Número de personas sin hogar según nacionalidad y ubicación del centro.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);1. Evolución del número de centros según tamaño del municipio y tipo de indicador.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);2. Evolución de la proporción de centros que ofrecen prestaciones según tipo de prestación.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);3. Evolución de la proporción de centros según tipo de orientación prioritaria del centro.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);4. Evolución de la proporción de centros según modo de acceso.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);5. Evolución de la proporción de centros según fuente de financiación.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);6. Evolución del personal de los centros según dedicación.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);7. Evolución del personal de los centros según vinculación.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);8. Evolución del personal de los centros según función.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);1. Evolución del número de personas sin hogar según sexo y ubicación del centro.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);2. Evolución del número de personas sin hogar según edad y ubicación del centro.
Personas sin Hogar;ENCUESTA SOBRE LAS PERSONAS SIN HOGAR (CENTROS);3. Número de personas sin hogar según nacionalidad y ubicación del centro.
Personas sin Hogar;ENCUESTA A LAS PERSONAS SIN HOGAR;1. Evolución del número de centros según tamaño del municipio y tipo de indicador.
Personas sin Hogar;ENCUESTA A LAS PERSONAS SIN HOGAR;2. Evolución de la proporción de centros que ofrecen prestaciones según tipo de prestación.
Personas sin Hogar;ENCUESTA A LAS PERSONAS SIN HOGAR;3. Evolución de la proporción de centros según tipo de orientación prioritaria del centro.
Personas sin Hogar;ENCUESTA A LAS PERSONAS SIN HOGAR;4. Evolución de la proporción de centros según modo de acceso.
Personas sin Hogar;ENCUESTA A LAS PERSONAS SIN HOGAR;5. Evolución de la proporción de centros según fuente de financiación.
Personas sin Hogar;ENCUESTA A LAS PERSONAS SIN HOGAR;6. Evolución del personal de los centros según dedicación.
Personas sin Hogar;ENCUESTA A LAS PERSONAS SIN HOGAR;7. Evolución del personal de los centros según vinculación.
Personas sin Hogar;ENCUESTA A LAS PERSONAS SIN HOGAR;8. Evolución del personal de los centros según función.
Personas sin Hogar;ENCUESTA A LAS PERSONAS SIN HOGAR;1. Evolución del número de personas sin hogar según sexo y ubicación del centro.
Personas sin Hogar;ENCUESTA A LAS PERSONAS SIN HOGAR;2. Evolución del número de personas sin hogar según edad y ubicación del centro.
Personas sin Hogar;ENCUESTA A LAS PERSONAS SIN HOGAR;3. Número de personas sin hogar según nacionalidad y ubicación del centro.
Pesca;AGRICULTURA;1. Evolución del número de explotaciones, superficie total y superficie agrícola utilizada (SAU) según tamaño de la explotación. Censo Agrario.
Pesca;AGRICULTURA;2. Número de explotaciones, superficie total y superficie agrícola utilizada (SAU), según municipios y tamaño de la explotación. Censo Agrario.
Pesca;AGRICULTURA;3. Evolución del número de explotaciones con superficie agrícola utilizada y superficie total según régimen de tenencia. Censo Agrario.
Pesca;AGRICULTURA;4. Número de explotaciones con superficie agrícola utilizada y superficie total según municipios y régimen de tenencia de la SAU. Censo Agrario.
Pesca;AGRICULTURA;5. Evolución del número de explotaciones según personalidad jurídica del titular. Censo Agrario.
Pesca;AGRICULTURA;6. Número de explotaciones según municipios y personalidad jurídica del titular. Censo Agrario.
Pesca;AGRICULTURA;7. Evolución del número de explotaciones, superficie total y superficie agrícola utilizada (SAU) según tamaño de la explotación. Encuesta sobre la Estructura de las Explotaciones Agrícolas.
Pesca;AGRICULTURA;8. Número de explotaciones, superficie total y superficie agraria utilizada (SAU) según la personalidad jurídica del titular y gestión de la explotación, según tamaño. Encuesta sobre la Estructura de las Explotaciones Agrícolas.
Pesca;AGRICULTURA;9. Superficie agraria utilizada según régimen de tenencia por tamaño. Encuesta sobre la Estructura de las Explotaciones Agrícolas.
Pesca;AGRICULTURA;10. Número de explotaciones y superficie agraria utilizada según aprovechamiento principal de las explotaciones. Encuesta sobre la Estructura de las Explotaciones Agrícolas.
Pesca;AGRICULTURA;11. Aprovechamiento de las tierras labradas según tamaño de la explotación. Encuesta sobre la Estructura de las Explotaciones Agrícolas.
Pesca;AGRICULTURA;12. Evolución de la distribución general de la tierra según sistema de cultivo y tipo de superficie (hectáreas).
Pesca;AGRICULTURA;13. Evolución de la distribución general de la tierra según sistema de cultivo y tipo de superficie (%).
Pesca;AGRICULTURA;14. Distribución general de la tierra según municipios y tipo de superficie, por sistema de cultivo (secano/regadío).
Pesca;AGRICULTURA;15. Evolución de la superficie de las tierras de cultivo según tipo de cultivo.
Pesca;AGRICULTURA;16. Evolución de la superficie de las tierras de cultivo según municipios y sistema de cultivo.
Pesca;AGRICULTURA;17. Evolución de la superficie de las tierras de cultivo según municipios, por tipo de cultivo.
Pesca;AGRICULTURA;18. Evolución de la superficie de las tierras de cultivo según tipo de cultivo y sistema de cultivo, por municipios.
Pesca;AGRICULTURA;19. Superficie de las tierras de cultivo en invernaderos según tipo de cultivo y municipios.
Pesca;AGRICULTURA;20. Superficie de las tierras de cultivos acolchados según tipo de cultivo y municipios.
Pesca;AGRICULTURA;21. Superficie de las tierras de cultivo con riego localizado según tipo de cultivo y municipios.
Pesca;AGRICULTURA;22. Evolución de la producción agrícola según tipo de cultivo.
Pesca;AGRICULTURA;23. Maquinaria agrícola. Nueva maquinaria inscrita según tipo.
Pesca;AGRICULTURA;24. Maquinaria agrícola. Cambios de titularidad de maquinaria usada según antigüedad.
Pesca;AGRICULTURA;25. Maquinaria agrícola. Censo de maquinaria agrícola automotriz.
Pesca;AGRICULTURA;26. Maquinaria agrícola. Parque estimado de tractores y cosechadoras de cereales en uso.
Pesca;AGRICULTURA;27. Distribución de la superficie de la agricultura ecológica según municipios y tamaño de la explotación. Censo Agrario.
Pesca;AGRICULTURA;28. Evolución del número de operadores en Agricultura Ecológica.
Pesca;AGRICULTURA;29. Evolución de la superficie inscrita en Agricultura Ecológica.
Pesca;AGRICULTURA;30. Superficie y producción estimada en Agricultura Ecológica según tipo de cultivo.
Pesca;AGRICULTURA;31. Evolución del número de industrias sometidas a control en Agricultura Ecológica relacionadas con la producción vegetal.
Pesca;AGRICULTURA;32. Evolución de los precios medios de la tierra según tipo de cultivo.
Pesca;AGRICULTURA;33. Evolución de los precios medios de la tierra y los cánones de arrendamiento según tipo de tierra, secano o regadío.
